"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Лог 2","Лог ПЗ","6"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Лог 2","}AnnotationMeasures","7"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","ЦФО","3"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","ID_ПЗ","4"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","Регламент согласования","5"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","Реестр номеров","6"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","Значения статусы","7"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы","}AnnotationMeasures","8"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","ЦФО","3"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","ID ПЗ","4"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","Регламент согласования","5"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","Реестр номеров","6"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","Значения статусы","7"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Статусы 2","}AnnotationMeasures","8"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","Подразделения","3"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","ID ПЗ","4"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","Регламент согласования","5"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","Пользователь","6"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","Реестр номеров","7"
"}CellAnnotations_ИНВ_НомерПЗ Инициатор","}AnnotationMeasures","8"
"}CellAnnotations_ИНВ_НомерПЗ Подр","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ Подр","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ Подр","Подразделения","3"
"}CellAnnotations_ИНВ_НомерПЗ Подр","N","4"
"}CellAnnotations_ИНВ_НомерПЗ Подр","Регламент согласования","5"
"}CellAnnotations_ИНВ_НомерПЗ Подр","Пользователь","6"
"}CellAnnotations_ИНВ_НомерПЗ Подр","Реестр номеров","7"
"}CellAnnotations_ИНВ_НомерПЗ Подр","}AnnotationMeasures","8"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","ЦФО","3"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","ID ПЗ","4"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","Регламент согласования","5"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","Пользователь","6"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","Реестр номеров","7"
"}CellAnnotations_ИНВ_НомерПЗ ЦФО","}AnnotationMeasures","8"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","Версия","2"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","Тип данных","3"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","Год","4"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","ЦФО","5"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","ID_ПЗ","6"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","N","7"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","Значение ПЗ","8"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","Шапка ПЗ","9"
"}CellAnnotations_ИНВ_ПЗ_История изменений по проекту","}AnnotationMeasures","10"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","Версия","2"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","Тип данных","3"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","Год","4"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","ЦФО","5"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","ID_ПЗ","6"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","N","7"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","Значение ПЗ","8"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","Шапка ПЗ","9"
"}CellAnnotations_ИНВ_ПЗ_Нормативная док","}AnnotationMeasures","10"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","Версия","2"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","Тип данных","3"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","Год","4"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","ЦФО","5"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","ID ПЗ","6"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","N","7"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","Значение ПЗ","8"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","Шапка ПЗ","9"
"}CellAnnotations_ИНВ_ПЗ_Нормативная документация","}AnnotationMeasures","10"
"}CellAnnotations_ИНВ_ПЗ_Описание","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_ПЗ_Описание","Версия","2"
"}CellAnnotations_ИНВ_ПЗ_Описание","Тип данных","3"
"}CellAnnotations_ИНВ_ПЗ_Описание","Год","4"
"}CellAnnotations_ИНВ_ПЗ_Описание","ЦФО","5"
